port,service,description
9292,armcenterhttp,ARMCenter http Service
9293,armcenterhttps,ARMCenter https Service
9294,vrace,Virtual Racing Service
9295,,Reserved
9300,,Reserved
9306,secure-ts,PKIX TimeStamp over TLS
9312,guibase,guibase
9318,mpidcmgr,MpIdcMgr
9321,mphlpdmc,Mphlpdmc
9343,,Reserved
9344,ctechlicensing,C Tech Licensing
9345,fjdmimgr,fjdmimgr
9346,boxp,Brivs! Open Extensible Protocol
9374,,Reserved
9380,,Reserved
9387,,Reserved
9388,,Reserved
9389,fjinvmgr,fjinvmgr
9390,mpidcagt,MpIdcAgt
9396,sec-t4net-srv,Samsung Twain for Network Server
9397,sec-t4net-clt,Samsung Twain for Network Client
9400,sec-pc2fax-srv,Samsung PC2FAX for Network Server
9401,git,git pack transfer service
9402,tungsten-https,WSO2 Tungsten HTTPS
9418,wso2esb-console,WSO2 ESB Administration Console HTTPS
9443,,Reserved
9444,sntlkeyssrvr,Sentinel Keys Server
9445,ismserver,ismserver
9450,sma-spw,SMA Speedwire
9500,mngsuite,Management Suite Remote Control
9522,laes-bf,Surveillance buffering function
9535,trispen-sra,Trispen Secure Remote Access
9536,ldgateway,LANDesk Gateway
9555,cba8,LANDesk Management Agent (cba8)
9592,msgsys,Message System
9593,pds,Ping Discovery Service
9594,mercury-disc,Mercury Discovery
9595,pd-admin,PD Administration
9596,vscp,Very Simple Ctrl Protocol
9597,robix,Robix
9598,micromuse-ncpw,MICROMUSE-NCPW
9599,streamcomm-ds,StreamComm User Directory
9600,,Reserved
9612,,Reserved
9614,,Reserved
9616,condor,Condor Collector Service
9617,odbcpathway,ODBC Pathway Service
9618,uniport,UniPort SSO Controller
9628,,Reserved
9629,,Reserved
9630,mc-comm,Mobile-C Communications
9631,,Reserved
9632,,Reserved
9640,xmms2,Cross-platform Music Multiplexing System
9666,tec5-sdctp,tec5 Spectral Device Control Protocol
9667,client-wakeup,T-Mobile Client Wakeup Message
9668,ccnx,Content Centric Networking
9694,board-roar,Board M.I.T. Service
9695,l5nas-parchan,L5NAS Parallel Channel
9700,board-voip,Board M.I.T. Synchronous Collaboration
9747,rasadv,rasadv
9750,tungsten-http,WSO2 Tungsten HTTP
9753,davsrc,WebDav Source Port
9762,sstp-2,Sakura Script Transfer Protocol-2
9800,davsrcs,WebDAV Source TLS/SSL
9801,sapv1,Session Announcement v1
9802,sd,Session Director
9875,,Reserved
9876,cyborg-systems,CYBORG Systems
9878,gt-proxy,Port for Cable network related data proxy or repeater
9888,monkeycom,MonkeyCom
9889,sctp-tunneling,SCTP TUNNELING
9898,iua,IUA
9899,enrp-sctp,enrp server channel
9900,enrp-sctp-tls,enrp/tls server channel
9901,multicast-ping,Multicast Ping Protocol
9902,domaintime,domaintime
9903,sype-transport,SYPECom Transport Protocol
9909,,Reserved
9911,apc-9950,APC 9950
9925,apc-9951,APC 9951
9950,apc-9952,APC 9952
9951,acis,9953
9952,,Reserved
9953,alljoyn-mcm,Contact Port for AllJoyn multiplexed constrained messaging
9954,alljoyn,Alljoyn Name Service
9955,odnsp,OKI Data Network Setting Protocol
9956,,Reserved
9966,,Reserved
9978,,Reserved
9979,dsm-scm-target,DSM/SCM Target Interface
9981,,Reserved
9987,osm-appsrvr,OSM Applet Server
9988,osm-oev,OSM Event Server
9990,palace-1,OnLive-1
9991,palace-2,OnLive-2
9992,palace-3,OnLive-3
9993,palace-4,Palace-4
9994,palace-5,Palace-5
9995,palace-6,Palace-6
9996,distinct32,Distinct32
9997,distinct,distinct
9998,ndmp,Network Data Management Protocol
9999,scp-config,SCP Configuration
10000,documentum,EMC-Documentum Content Server Product
10001,documentum_s,EMC-Documentum Content Server Product
10002,,Reserved
10003,,Reserved
10004,,Reserved
10005,mvs-capacity,MVS Capacity
10006,octopus,Octopus Multiplexer
10007,swdtp-sv,Systemwalker Desktop Patrol
10008,,Reserved
10009,,Reserved
10010,,Reserved
10020,zabbix-agent,Zabbix Agent
10023,zabbix-trapper,Zabbix Trapper
10050,,Reserved
10051,amanda,Amanda
10055,famdc,FAM Archive Server
10080,itap-ddtp,VERITAS ITAP DDTP
10081,ezmeeting-2,eZmeeting
10100,ezproxy-2,eZproxy
10101,ezrelay,eZrelay
10102,swdtp,Systemwalker Desktop Patrol
10103,bctp-server,"VERITAS BCTP, server"
10104,nmea-0183,NMEA-0183 Navigational Data
10107,nmea-onenet,NMEA OneNet multicast messaging
10110,netiq-endpoint,NetIQ Endpoint
10111,netiq-qcheck,NetIQ Qcheck
10113,netiq-endpt,NetIQ Endpoint
10114,netiq-voipa,NetIQ VoIP Assessor
10115,iqrm,NetIQ IQCResource Managament Svc
10116,,Reserved
10117,bmc-perf-sd,BMC-PERFORM-SERVICE DAEMON
10125,,Reserved
10128,qb-db-server,QB Database Server
10129,snmpdtls,SNMP-DTLS
10160,snmpdtls-trap,SNMP-Trap-DTLS
10161,trisoap,Trigence AE Soap Service
10162,rscs,Remote Server Control and Test Service
10200,apollo-relay,Apollo Relay Port
10201,,Reserved
10252,axis-wimp-port,Axis WIMP Port
10253,,Reserved
10260,blocks,Blocks
10261,,Reserved
10288,,Reserved
10321,hip-nat-t,HIP NAT-Traversal
10439,MOS-lower,MOS Media Object Metadata Port
10500,MOS-upper,MOS Running Order Port
10540,MOS-aux,MOS Low Priority Port
10541,MOS-soap,MOS SOAP Default Port
10542,MOS-soap-opt,MOS SOAP Optional Port
10543,,Reserved
10544,,Reserved
10548,gap,Gestor de Acaparamiento para Pocket PCs
10631,lpdg,LUCIA Pareja Data Group
10800,,Reserved
10805,nmc-disc,Nuance Mobile Care Discovery
10809,helix,Helix Client/Server
10810,bveapi,BVEssentials HTTP API
10860,,Reserved
10880,rmiaux,Auxiliary RMI Port
10933,irisa,IRISA
10990,metasys,Metasys
11000,weave,Nest device-to-device and device-to-service application protocol
11001,,Reserved
11095,,Reserved
11103,,Reserved
11104,sgi-lk,SGI LK Licensing service
11105,,Reserved
11106,,Reserved
11108,,Reserved
11109,vce,Viral Computing Environment (VCE)
11110,dicom,DICOM
11111,suncacao-snmp,sun cacao snmp access point
11112,suncacao-jmxmp,sun cacao JMX-remoting access point
11161,suncacao-rmi,sun cacao rmi registry access point
11162,suncacao-csa,sun cacao command-streaming access point
11163,suncacao-websvc,sun cacao web service access point
11164,snss,Surgical Notes Security Service Discovery (SNSS)
11165,,Reserved
11171,,Reserved
11172,,Reserved
11173,,Reserved
11174,smsqp,smsqp
11175,,Reserved
11201,wifree,WiFree Service
11202,memcache,Memory cache service
11208,imip,IMIP
11211,imip-channels,IMIP Channels Port
11319,arena-server,Arena Server Listen
11320,atm-uhas,ATM UHAS
11321,hkp,OpenPGP HTTP Keyserver
11367,,Reserved
11371,,Reserved
11430,tempest-port,Tempest Protocol Port
11489,,Reserved
11600,h323callsigalt,H.323 Call Control Signalling Alternate
11623,emc-xsw-dcache,EMC XtremSW distributed cache
11720,intrepid-ssl,Intrepid SSL
11723,lanschool-mpt,Lanschool Multipoint
11751,xoraya,X2E Xoraya Multichannel protocol
11796,x2e-disc,X2E service discovery protocol
11876,sysinfo-sp,SysInfo Sercice Protocol
11877,wmereceiving,WorldMailExpress
11967,wmedistribution,WorldMailExpress
11997,wmereporting,WorldMailExpress
11998,entextxid,IBM Enterprise Extender SNA XID Exchange
11999,entextnetwk,IBM Enterprise Extender SNA COS Network Priority
12000,entexthigh,IBM Enterprise Extender SNA COS High Priority
12001,entextmed,IBM Enterprise Extender SNA COS Medium Priority
12002,entextlow,IBM Enterprise Extender SNA COS Low Priority
12003,dbisamserver1,DBISAM Database Server - Regular
12004,dbisamserver2,DBISAM Database Server - Admin
12005,accuracer,Accuracer Database System Server
12006,accuracer-dbms,Accuracer Database System Admin
12007,ghvpn,Green Hills VPN
12008,,Reserved
12009,vipera,Vipera Messaging Service
12010,vipera-ssl,Vipera Messaging Service over SSL Communication
12012,rets-ssl,RETS over SSL
12013,nupaper-ss,NuPaper Session Service
12109,cawas,CA Web Access Service
12121,hivep,HiveP
12168,linogridengine,LinoGrid Engine
12172,,Reserved
12300,warehouse-sss,Warehouse Monitoring Syst SSS
12302,warehouse,Warehouse Monitoring Syst
12321,italk,Italk Chat System
12322,tsaf,tsaf port
12345,,Reserved
12753,i-zipqd,I-ZIPQD
12865,bcslogc,Black Crow Software application logging
13160,rs-pias,R&S Proxy Installation Assistant Service
13216,emc-vcas-udp,EMV Virtual CAS Service Discovery
13217,powwow-client,PowWow Client
13218,powwow-server,PowWow Server
13223,doip-disc,DoIP Discovery
13224,bprd,BPRD Protocol (VERITAS NetBackup)
13400,bpdbm,BPDBM Protocol (VERITAS NetBackup)
13720,bpjava-msvc,BP Java MSVC Protocol
13721,vnetd,Veritas Network Utility
13722,bpcd,VERITAS NetBackup
13724,vopied,VOPIED Protocol
13782,nbdb,NetBackup Database
13783,nomdb,Veritas-nomdb
13785,dsmcc-config,DSMCC Config
13786,dsmcc-session,DSMCC Session Messages
13818,dsmcc-passthru,DSMCC Pass-Thru Messages
13819,dsmcc-download,DSMCC Download Protocol
13820,dsmcc-ccp,DSMCC Channel Change Protocol
13821,,Reserved
13822,ucontrol,Ultimate Control communication protocol
13823,dta-systems,D-TA SYSTEMS
13894,,Reserved
13929,scotty-ft,SCOTTY High-Speed Filetransfer
13930,sua,SUA
14000,,Reserved
14001,sage-best-com1,sage Best! Config Server 1
14002,sage-best-com2,sage Best! Config Server 2
14033,vcs-app,VCS Application
14034,icpp,IceWall Cert Protocol
14141,,Reserved
14142,gcm-app,GCM Application
14143,vrts-tdd,Veritas Traffic Director
14145,,Reserved
14149,vad,Veritas Application Director
14150,cps,Fencing Server
14154,ca-web-update,CA eTrust Web Update Service
14250,,Reserved
14414,hde-lcesrvr-1,hde-lcesrvr-1
14500,hde-lcesrvr-2,hde-lcesrvr-2
14936,hydap,Hypack Data Aquisition
14937,,Reserved
15000,v2g-secc,v2g Supply Equipment Communication Controller Discovery Protocol
15002,xpilot,XPilot Contact Port
15118,3link,3Link Negotiation
15345,cisco-snat,Cisco Stateful NAT
15363,bex-xr,Backup Express Restore Server
15555,ptp,Picture Transfer Protocol
15660,2ping,2ping Bi-Directional Ping Service
15740,,Reserved
15998,,Reserved
15999,,Reserved
16000,,Reserved
16001,alfin,Automation and Control by REGULACE.ORG
16002,,Reserved
16003,,Reserved
16020,sun-sea-port,Solaris SEA Port
16021,,Reserved
16161,etb4j,etb4j
16162,pduncs,"Policy Distribute, Update Notification"
16309,pdefmns,Policy definition and update management
16310,netserialext1,Network Serial Extension Ports One
16311,netserialext2,Network Serial Extension Ports Two
16360,netserialext3,Network Serial Extension Ports Three
16361,netserialext4,Network Serial Extension Ports Four
16367,connected,Connected Corp
16368,,Reserved
16384,,Reserved
16385,,Reserved
16619,vtp,Vidder Tunnel Protocol
16665,,Reserved
16666,newbay-snc-mc,Newbay Mobile Client Update Service
16789,sgcip,Simple Generic Client Interface Protocol
16900,intel-rci-mp,INTEL-RCI-MP
16950,amt-soap-http,Intel(R) AMT SOAP/HTTP
16991,amt-soap-https,Intel(R) AMT SOAP/HTTPS
16992,amt-redir-tcp,Intel(R) AMT Redirection/TCP
16993,amt-redir-tls,Intel(R) AMT Redirection/TLS
16994,isode-dua,
16995,,Reserved
17007,soundsvirtual,Sounds Virtual
17184,chipper,Chipper
17185,avtp,IEEE 1722 Transport Protocol for Time Sensitive Applications
17219,avdecc,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control"
17220,cpsp,Control Plane Synchronization Protocol (SPSP)
17221,,Reserved
17222,,Reserved
17223,trdp-md,Train Realtime Data Protocol (TRDP) Message Data
17224,integrius-stp,Integrius Secure Tunnel Protocol
17225,ssh-mgmt,SSH Tectia Manager
17234,db-lsp-disc,Dropbox LanSync Discovery
17235,,Reserved
17500,ea,Eclipse Aviation
17555,zep,Encap. ZigBee Packets
17729,zigbee-ip,ZigBee IP Transport Service
17754,zigbee-ips,ZigBee IP Transport Secure Service
17755,,Reserved
17756,biimenu,"Beckman Instruments, Inc."
17777,,Reserved
18000,,Reserved
18104,opsec-cvp,OPSEC CVP
18136,opsec-ufp,OPSEC UFP
18181,opsec-sam,OPSEC SAM
18182,opsec-lea,OPSEC LEA
18183,opsec-omi,OPSEC OMI
18184,ohsc,Occupational Health Sc
18185,opsec-ela,OPSEC ELA
18186,checkpoint-rtm,Check Point RTM
18187,,Reserved
18241,,Reserved
18242,gv-pf,GV NetConfig Service
18243,ac-cluster,AC Cluster
18262,rds-ib,Reliable Datagram Service
18463,rds-ip,Reliable Datagram Service over IP
18634,vdmmesh-disc,Manufacturing Execution Systems Mesh Communication
18635,ique,IQue Protocol
18668,infotos,Infotos
18769,apc-necmp,APCNECMP
18881,igrid,iGrid Server
18888,scintilla,Scintilla protocol for device services
19000,,Reserved
19007,opsec-uaa,OPSEC UAA
19020,ua-secureagent,UserAuthority SecureAgent
19191,cora-disc,Discovery for Client Connection Management and Data Exchange Service
19194,keysrvr,Key Server for SASSAFRAS
19220,keyshadow,Key Shadow for SASSAFRAS
19283,mtrgtrans,mtrgtrans
19315,hp-sco,hp-sco
19398,hp-sca,hp-sca
19410,hp-sessmon,HP-SESSMON
19411,fxuptp,FXUPTP
19412,sxuptp,SXUPTP
19539,jcp,JCP Client
19540,,Reserved
19541,,Reserved
19788,dnp-sec,Distributed Network Protocol - Secure
19998,dnp,DNP
19999,microsan,MicroSAN
20000,commtact-http,Commtact HTTP
20001,commtact-https,Commtact HTTPS
20002,openwebnet,OpenWebNet protocol for electric network
20003,ss-idi-disc,Samsung Interdevice Interaction discovery
20005,,Reserved
20012,opendeploy,OpenDeploy Listener
20013,nburn_id,NetBurner ID Port
20014,tmophl7mts,TMOP HL7 Message Transfer Service
20034,mountd,NFS mount protocol
20046,nfsrdma,Network File System (NFS) over RDMA
20048,,Reserved
20049,tolfab,TOLfab Data Change
20057,ipdtp-port,IPD Tunneling Port
20167,ipulse-ics,iPulse-ICS
20202,emwavemsg,emWave Message Service
20222,track,Track
20480,athand-mmp,AT Hand MMP
20670,irtrans,IRTrans Control
20999,,Reserved
21000,,Reserved
21010,,Reserved
21212,,Reserved
21221,dfserver,MineScape Design File Server
21553,vofr-gateway,VoFR Gateway
21554,tvpm,TVNC Pro Multiplexing
21590,webphone,webphone
21800,netspeak-is,NetSpeak Corp. Directory Services
21845,netspeak-cs,NetSpeak Corp. Connection Services
21846,netspeak-acd,NetSpeak Corp. Automatic Call Distribution
21847,netspeak-cps,NetSpeak Corp. Credit Processing System
21848,snapenetio,SNAPenetIO
21849,optocontrol,OptoControl
22000,optohost002,Opto Host Port 2
22001,optohost003,Opto Host Port 3
22002,optohost004,Opto Host Port 4
22003,optohost004,Opto Host Port 5
22004,,Reserved
22005,,Reserved
22125,,Reserved
22128,wnn6,wnn6
22222,cis,CompactIS Tunnel
22273,shrewd-stream,Initium Labs Security and Automation Streaming
22305,cis-secure,CompactIS Secure Tunnel
22335,wibukey,WibuKey Standard WkLan
22343,codemeter,CodeMeter Standard
22347,,Reserved
22350,,Reserved
22351,vocaltec-phone,Vocaltec Internet Phone
22537,talikaserver,Talika Main Server
22555,aws-brf,Telerate Information Platform LAN
22763,brf-gw,Telerate Information Platform WAN
22800,inovaport1,Inova LightLink Server Type 1
22951,inovaport2,Inova LightLink Server Type 2
23000,inovaport3,Inova LightLink Server Type 3
23001,inovaport4,Inova LightLink Server Type 4
23002,inovaport5,Inova LightLink Server Type 5
23003,inovaport6,Inova LightLink Server Type 6
23004,,Reserved
23005,s102,S102 application
23053,5afe-disc,5AFE SDN Directory discovery
23272,elxmgmt,Emulex HBAnyware Remote Management
23294,novar-dbase,Novar Data
23333,novar-alarm,Novar Alarm
23400,novar-global,Novar Global
23401,,Reserved
23402,,Reserved
23456,,Reserved
23457,med-ltp,med-ltp
23546,med-fsp-rx,med-fsp-rx
24000,med-fsp-tx,med-fsp-tx
24001,med-supp,med-supp
24002,med-ovw,med-ovw
24003,med-ci,med-ci
24004,med-net-svc,med-net-svc
24005,filesphere,fileSphere
24006,vista-4gl,Vista 4GL
24242,ild,Isolv Local Directory
24249,,Reserved
24321,,Reserved
24322,intel_rci,Intel RCI
24323,tonidods,Tonido Domain Server
24386,binkp,BINKP
24465,bilobit-update,bilobit Service Update
24554,,Reserved
24577,canditv,Canditv Message Service
24666,flashfiler,FlashFiler
24676,proactivate,Turbopower Proactivate
24677,tcc-http,TCC User HTTP Service
24678,,Reserved
24680,assoc-disc,Device Association Discovery
24754,find,Find Identification of Network Devices
24850,icl-twobase1,icl-twobase1
24922,icl-twobase2,icl-twobase2
25000,icl-twobase3,icl-twobase3
25001,icl-twobase4,icl-twobase4
25002,icl-twobase5,icl-twobase5
25003,icl-twobase6,icl-twobase6
25004,icl-twobase7,icl-twobase7
25005,icl-twobase8,icl-twobase8
25006,icl-twobase9,icl-twobase9
25007,icl-twobase10,icl-twobase10
25008,rna,RNSAP User Adaptation for Iurh
25009,,Reserved
25471,,Reserved
25576,vocaltec-hos,Vocaltec Address Server
25604,tasp-net,TASP Network Comm
25793,niobserver,NIObserver
25900,nilinkanalyst,NILinkAnalyst
25901,niprobe,NIProbe
25902,,Reserved
25903,,Reserved
25954,quake,quake
25955,scscp,Symbolic Computation Software Composability Protocol
26000,wnn6-ds,wnn6-ds
26133,,Reserved
26208,ezproxy,eZproxy
26257,ezmeeting,eZmeeting
26260,k3software-svr,K3 Software-Server
26261,k3software-cli,K3 Software-Client
26262,,De-registered
26263,exoline-udp,EXOline-UDP
26264,exoconfig,EXOconfig
26486,exonet,EXOnet
26487,flex-lm,FLEX LM (1-10)
26489,flex-lm,FLEX LM (1-10)
27000,flex-lm,FLEX LM (1-10)
27001,flex-lm,FLEX LM (1-10)
27002,flex-lm,FLEX LM (1-10)
27003,flex-lm,FLEX LM (1-10)
27004,flex-lm,FLEX LM (1-10)
27005,flex-lm,FLEX LM (1-10)
27006,flex-lm,FLEX LM (1-10)
27007,flex-lm,FLEX LM (1-10)
27008,,Reserved
27009,imagepump,ImagePump
27010,jesmsjc,Job controller service
27345,kopek-httphead,Kopek HTTP Head Port
27442,ars-vista,ARS VISTA Application
27504,,Reserved
27782,tw-auth-key,Attribute Certificate Services
27876,nxlmd,NX License Manager
27999,,Reserved
28000,a27-ran-ran,A27 cdma2000 RAN Management
28001,voxelstorm,VoxelStorm game server
28119,siemensgsm,Siemens GSM
28200,,Reserved
28240,sgsap,SGsAP in 3GPP
28589,otmp,ObTools Message Protocol
29118,sbcap,SBcAP in 3GPP
29167,iuhsctpassoc,HNBAP and RUA Common Association
29168,,Reserved
29169,,Reserved
29999,pago-services1,Pago Services 1
30000,pago-services2,Pago Services 2
30001,amicon-fpsu-ra,Amicon FPSU-IP Remote Administration
30002,,Reserved
30003,rwp,Remote Window Protocol
30004,kingdomsonline,Kingdoms Online (CraigAvenue)
30100,,Reserved
30260,,Reserved
30400,ovobs,OpenView Service Desk Client
30832,ka-kdp,Kollective Agent Kollective Delivery Protocol
30999,,Reserved
31016,yawn,YaWN - Yet Another Windows Notifier
31020,,Reserved
31029,xqosd,XQoS network monitor
31400,tetrinet,TetriNET Protocol
31416,lm-mon,lm mon
31457,,Reserved
31620,gamesmith-port,GameSmith Port
31685,iceedcp_tx,Embedded Device Configuration Protocol TX
31765,iceedcp_rx,Embedded Device Configuration Protocol RX
31948,iracinghelper,iRacing helper service
31949,t1distproc60,T1 Distributed Processor
32034,,Reserved
32249,apm-link,Access Point Manager Link
32400,sec-ntb-clnt,SecureNotebook-CLNT
32483,DMExpress,DMExpress
32635,filenet-powsrm,FileNet BPM WS-ReliableMessaging Client
32636,filenet-tms,Filenet TMS
32767,filenet-rpc,Filenet RPC
32768,filenet-nch,Filenet NCH
32769,filenet-rmi,FileNet RMI
32770,filenet-pa,FileNET Process Analyzer
32771,filenet-cm,FileNET Component Manager
32772,filenet-re,FileNET Rules Engine
32773,filenet-pch,Performance Clearinghouse
32774,filenet-peior,FileNET BPM IOR
32775,filenet-obrok,FileNet BPM CORBA
32776,mlsn,Multiple Listing Service Network
32777,,Reserved
32801,idmgratm,Attachmate ID Manager
32811,,Reserved
32896,aurora-balaena,Aurora (Balaena Ltd)
33060,diamondport,DiamondCentral Interface
33123,,Reserved
33331,speedtrace-disc,SpeedTrace TraceAgent Discovery
33333,traceroute,traceroute use
33334,mtrace,IP Multicast Traceroute
33434,snip-slave,SNIP Slave
33435,turbonote-2,TurboNote Relay Server Default Port
33656,p-net-local,P-Net on IP local
34249,p-net-remote,P-Net on IP remote
34378,edi_service,dhanalakshmi.org EDI Service
34379,profinet-rt,PROFInet RT Unicast
34567,profinet-rtm,PROFInet RT Multicast
34962,profinet-cm,PROFInet Context Manager
34963,ethercat,EhterCAT Port
34964,,Reserved
34980,rt-viewer,ReadyTech Viewer
35000,,Reserved
35001,,Reserved
35002,rt-classmanager,ReadyTech ClassManager
35003,,Reserved
35004,,Reserved
35005,axio-disc,Axiomatic discovery protocol
35006,,Reserved
35100,altova-lm-disc,Altova License Management Discovery
35354,,Reserved
35355,,Reserved
35356,allpeers,AllPeers Network
35357,,Reserved
